"","desired_habitat","polygon_id","transect","pin_number","data_type","species_code","scientific_name","native_non_native","functional_group","layer","new_column"
"200","Elderberry Scrubland","OW-M1",1,NA,"A.Belt","MALSAX","Malacothrix saxatilis","Native","Perennial Forb - Late Flowering","herb","herb"
"201","Elderberry Scrubland","OW-M1",1,NA,"A.Belt","ERICAN","Erigeron canadensis","Native","Annual Forb - Other","herb","herb"
"202","Elderberry Scrubland","OW-M1",1,NA,"A.Belt","SALCOL","Salvia columbariae","Native","Annual Forb - Other","herb","herb"
"203","Elderberry Scrubland","OW-M1",1,NA,"A.Belt","CHAGLA","Chaenactis glabriuscula","Native","Annual Forb - Other","herb","herb"
"204","Elderberry Scrubland","OW-M1",1,NA,"A.Belt","OPULIT","Opuntia littoralis","Native","Shrub - Late Flowering","shrub","shrub"
"205","Elderberry Scrubland","OW-M1",1,NA,"A.Belt","SONOLE","Sonchus oleraceus","Non-Native","Forb",".","."
"206","Elderberry Scrubland","OW-M1",1,NA,"A.Belt","SISIRI","Sisymbrium irio","Non-Native","Forb",".","."
"207","Elderberry Scrubland","OW-M1",1,NA,"A.Belt","MARVUL","Marrubium vulgare","Non-Native","Forb",".","."
"208","Elderberry Scrubland","OW-M1",1,NA,"A.Belt","ONCPIL","Oncosiphon piluliferum","Non-Native","Forb",".","."
"209","Elderberry Scrubland","OW-M1",1,NA,"A.Belt","LACSER","Lactuca serriola","Non-Native","Forb",".","."
"210","Mulefat Scrub/sage Scrub","OW-M7",1,1,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"211","Mulefat Scrub/sage Scrub","OW-M7",1,2,"T.PI","EROCIC","Erodium cicutarium","Non-Native","Forb",".","."
"212","Mulefat Scrub/sage Scrub","OW-M7",1,3,"T.PI","FESMYU","Festuca myuros","Non-Native","Grass",".","."
"213","Mulefat Scrub/sage Scrub","OW-M7",1,4,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"214","Mulefat Scrub/sage Scrub","OW-M7",1,5,"T.PI","OPULIT","Opuntia littoralis","Native","Shrub - Late Flowering","shrub","shrub"
"215","Mulefat Scrub/sage Scrub","OW-M7",1,6,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"216","Mulefat Scrub/sage Scrub","OW-M7",1,7,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"217","Mulefat Scrub/sage Scrub","OW-M7",1,8,"T.PI","BRODIA","Bromus diandrus","Non-Native","Grass",".","."
"218","Mulefat Scrub/sage Scrub","OW-M7",1,9,"T.PI","ELYCON","Elymus condensatus","Native","Perennial Grass - Other","herb","herb"
"219","Mulefat Scrub/sage Scrub","OW-M7",1,10,"T.PI","ELYCON","Elymus condensatus","Native","Perennial Grass - Other","herb","herb"
"220","Mulefat Scrub/sage Scrub","OW-M7",1,11,"T.PI","ELYCON","Elymus condensatus","Native","Perennial Grass - Other","herb","herb"
"221","Mulefat Scrub/sage Scrub","OW-M7",1,12,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"222","Mulefat Scrub/sage Scrub","OW-M7",1,13,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"223","Mulefat Scrub/sage Scrub","OW-M7",1,14,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"224","Mulefat Scrub/sage Scrub","OW-M7",1,15,"T.PI","ELYCON","Elymus condensatus","Native","Perennial Grass - Other","herb","herb"
"225","Mulefat Scrub/sage Scrub","OW-M7",1,16,"T.PI","FESMYU","Festuca myuros","Non-Native","Grass",".","."
"226","Mulefat Scrub/sage Scrub","OW-M7",1,17,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"227","Mulefat Scrub/sage Scrub","OW-M7",1,18,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"228","Mulefat Scrub/sage Scrub","OW-M7",1,19,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"229","Mulefat Scrub/sage Scrub","OW-M7",1,20,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"230","Mulefat Scrub/sage Scrub","OW-M7",1,21,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"231","Mulefat Scrub/sage Scrub","OW-M7",1,22,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"232","Mulefat Scrub/sage Scrub","OW-M7",1,23,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"233","Mulefat Scrub/sage Scrub","OW-M7",1,24,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"234","Mulefat Scrub/sage Scrub","OW-M7",1,25,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"235","Mulefat Scrub/sage Scrub","OW-M7",1,26,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"236","Mulefat Scrub/sage Scrub","OW-M7",1,27,"T.PI","FESMYU","Festuca myuros","Non-Native","Grass",".","."
"237","Mulefat Scrub/sage Scrub","OW-M7",1,28,"T.PI","SALMEL","Salvia mellifera","Native","Shrub - Other","shrub","shrub"
"238","Mulefat Scrub/sage Scrub","OW-M7",1,29,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"239","Mulefat Scrub/sage Scrub","OW-M7",1,30,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"240","Mulefat Scrub/sage Scrub","OW-M7",1,31,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"241","Mulefat Scrub/sage Scrub","OW-M7",1,32,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"242","Mulefat Scrub/sage Scrub","OW-M7",1,33,"T.PI","MALFAS","Malacothamnus fasciculatus","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"243","Mulefat Scrub/sage Scrub","OW-M7",1,34,"T.PI","MALFAS","Malacothamnus fasciculatus","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"244","Mulefat Scrub/sage Scrub","OW-M7",1,35,"T.PI","FESMYU","Festuca myuros","Non-Native","Grass",".","."
"245","Mulefat Scrub/sage Scrub","OW-M7",1,36,"T.PI","FESMYU","Festuca myuros","Non-Native","Grass",".","."
"246","Mulefat Scrub/sage Scrub","OW-M7",1,37,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"247","Mulefat Scrub/sage Scrub","OW-M7",1,38,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"248","Mulefat Scrub/sage Scrub","OW-M7",1,39,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"249","Mulefat Scrub/sage Scrub","OW-M7",1,40,"T.PI","FESMYU","Festuca myuros","Non-Native","Grass",".","."
"250","Mulefat Scrub/sage Scrub","OW-M7",1,41,"T.PI","FESMYU","Festuca myuros","Non-Native","Grass",".","."
"251","Mulefat Scrub/sage Scrub","OW-M7",1,42,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"252","Mulefat Scrub/sage Scrub","OW-M7",1,43,"T.PI","FESMYU","Festuca myuros","Non-Native","Grass",".","."
"253","Mulefat Scrub/sage Scrub","OW-M7",1,44,"T.PI","DEIFAS","Deinandra fasciculata","Native","Annual Forb - Late Flowering","herb","herb"
"254","Mulefat Scrub/sage Scrub","OW-M7",1,45,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"255","Mulefat Scrub/sage Scrub","OW-M7",1,46,"T.PI","AMSMEN","Amsinckia menziesii var intermedia","Native","Annual Forb - Other","herb","herb"
"256","Mulefat Scrub/sage Scrub","OW-M7",1,47,"T.PI","DEIFAS","Deinandra fasciculata","Native","Annual Forb - Late Flowering","herb","herb"
"257","Mulefat Scrub/sage Scrub","OW-M7",1,48,"T.PI","DEIFAS","Deinandra fasciculata","Native","Annual Forb - Late Flowering","herb","herb"
"258","Mulefat Scrub/sage Scrub","OW-M7",1,49,"T.PI","DEIFAS","Deinandra fasciculata","Native","Annual Forb - Late Flowering","herb","herb"
"259","Mulefat Scrub/sage Scrub","OW-M7",1,50,"T.PI","ISOMEN","Isocoma menziesii","Native","Shrub - Late Flowering","shrub","shrub"
"260","Mulefat Scrub/sage Scrub","OW-M7",1,3,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"261","Mulefat Scrub/sage Scrub","OW-M7",1,4,"T.PI","OPULIT","Opuntia littoralis","Native","Shrub - Late Flowering","shrub","shrub"
"262","Mulefat Scrub/sage Scrub","OW-M7",1,5,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"263","Mulefat Scrub/sage Scrub","OW-M7",1,7,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"264","Mulefat Scrub/sage Scrub","OW-M7",1,8,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"265","Mulefat Scrub/sage Scrub","OW-M7",1,8,"T.PI","FESMYU","Festuca myuros","Non-Native","Grass",".","."
"266","Mulefat Scrub/sage Scrub","OW-M7",1,10,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"267","Mulefat Scrub/sage Scrub","OW-M7",1,10,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"268","Mulefat Scrub/sage Scrub","OW-M7",1,11,"T.PI","CRYINT","Cryptantha intermedia","Native","Annual Forb - Other","herb","herb"
"269","Mulefat Scrub/sage Scrub","OW-M7",1,11,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"270","Mulefat Scrub/sage Scrub","OW-M7",1,11,"T.PI","SONOLE","Sonchus oleraceus","Non-Native","Forb",".","."
"271","Mulefat Scrub/sage Scrub","OW-M7",1,13,"T.PI","FESMYU","Festuca myuros","Non-Native","Grass",".","."
"272","Mulefat Scrub/sage Scrub","OW-M7",1,15,"T.PI","DEIFAS","Deinandra fasciculata","Native","Annual Forb - Late Flowering","herb","herb"
"273","Mulefat Scrub/sage Scrub","OW-M7",1,15,"T.PI","FESMYU","Festuca myuros","Non-Native","Grass",".","."
"274","Mulefat Scrub/sage Scrub","OW-M7",1,20,"T.PI","SALMEL","Salvia mellifera","Native","Shrub - Other","shrub","shrub"
"275","Mulefat Scrub/sage Scrub","OW-M7",1,20,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"276","Mulefat Scrub/sage Scrub","OW-M7",1,21,"T.PI","FESMYU","Festuca myuros","Non-Native","Grass",".","."
"277","Mulefat Scrub/sage Scrub","OW-M7",1,22,"T.PI","LYSARV","Lysimachia arvensis","Non-Native","Forb",".","."
"278","Mulefat Scrub/sage Scrub","OW-M7",1,23,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"279","Mulefat Scrub/sage Scrub","OW-M7",1,28,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"280","Mulefat Scrub/sage Scrub","OW-M7",1,29,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"281","Mulefat Scrub/sage Scrub","OW-M7",1,33,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"282","Mulefat Scrub/sage Scrub","OW-M7",1,34,"T.PI","LYSARV","Lysimachia arvensis","Non-Native","Forb",".","."
"283","Mulefat Scrub/sage Scrub","OW-M7",1,34,"T.PI","EROCIC","Erodium cicutarium","Non-Native","Forb",".","."
"284","Mulefat Scrub/sage Scrub","OW-M7",1,35,"T.PI","LYSARV","Lysimachia arvensis","Non-Native","Forb",".","."
"285","Mulefat Scrub/sage Scrub","OW-M7",1,36,"T.PI","DEIFAS","Deinandra fasciculata","Native","Annual Forb - Late Flowering","herb","herb"
"286","Mulefat Scrub/sage Scrub","OW-M7",1,38,"T.PI","TOXDIV","Toxicodendron diversilobum","Native","Shrub - Other","shrub","shrub"
"287","Mulefat Scrub/sage Scrub","OW-M7",1,39,"T.PI","DEIFAS","Deinandra fasciculata","Native","Annual Forb - Late Flowering","herb","herb"
"288","Mulefat Scrub/sage Scrub","OW-M7",1,39,"T.PI","FESMYU","Festuca myuros","Non-Native","Grass",".","."
"289","Mulefat Scrub/sage Scrub","OW-M7",1,40,"T.PI","DEIFAS","Deinandra fasciculata","Native","Annual Forb - Late Flowering","herb","herb"
"290","Mulefat Scrub/sage Scrub","OW-M7",1,41,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"291","Mulefat Scrub/sage Scrub","OW-M7",1,42,"T.PI","FESMYU","Festuca myuros","Non-Native","Grass",".","."
"292","Mulefat Scrub/sage Scrub","OW-M7",1,42,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"293","Mulefat Scrub/sage Scrub","OW-M7",1,44,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"294","Mulefat Scrub/sage Scrub","OW-M7",1,44,"T.PI","AMSMEN","Amsinckia menziesii var intermedia","Native","Annual Forb - Other","herb","herb"
"295","Mulefat Scrub/sage Scrub","OW-M7",1,44,"T.PI","FESMYU","Festuca myuros","Non-Native","Grass",".","."
"296","Mulefat Scrub/sage Scrub","OW-M7",1,44,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"297","Mulefat Scrub/sage Scrub","OW-M7",1,46,"T.PI","ARTCAL","Artemisia californica","Native","Shrub - Other","shrub","shrub"
"298","Mulefat Scrub/sage Scrub","OW-M7",1,46,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"299","Mulefat Scrub/sage Scrub","OW-M7",1,46,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"300","Mulefat Scrub/sage Scrub","OW-M7",1,47,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"301","Mulefat Scrub/sage Scrub","OW-M7",1,47,"T.PI","CENMEL","Centaurea melitensis","Non-Native","Forb",".","."
"302","Mulefat Scrub/sage Scrub","OW-M7",1,47,"T.PI","FESMYU","Festuca myuros","Non-Native","Grass",".","."
"303","Mulefat Scrub/sage Scrub","OW-M7",1,48,"T.PI","SONOLE","Sonchus oleraceus","Non-Native","Forb",".","."
"304","Mulefat Scrub/sage Scrub","OW-M7",1,48,"T.PI","FESMYU","Festuca myuros","Non-Native","Grass",".","."
"305","Mulefat Scrub/sage Scrub","OW-M7",1,49,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"306","Mulefat Scrub/sage Scrub","OW-M7",1,49,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"307","Mulefat Scrub/sage Scrub","OW-M7",1,49,"T.PI","MELIND","Melilotus indicus","Non-Native","Forb",".","."
"308","Mulefat Scrub/sage Scrub","OW-M7",1,50,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"309","Mulefat Scrub/sage Scrub","OW-M7",1,NA,"A.Belt","DATWRI","Datura wrightii","Native","Perennial Forb - Late Flowering","herb","herb"
"310","Mulefat Scrub/sage Scrub","OW-M7",1,NA,"A.Belt","PSEMIC","Pseudognaphalium microcephalum","Native","Perennial Forb - Late Flowering","herb","herb"
"311","Mulefat Scrub/sage Scrub","OW-M7",1,NA,"A.Belt","LYSARV","Lysimachia arvensis","Non-Native","Forb",".","."
"312","Mulefat Scrub/sage Scrub","OW-M7",1,NA,"A.Belt","ERICAN","Erigeron canadensis","Native","Annual Forb - Other","herb","herb"
"313","Mulefat Scrub/sage Scrub","OW-M7",1,NA,"A.Belt","ESCCAL","Eschscholzia californica","Native","Annual Forb - Other","herb","herb"
"314","Mulefat Scrub/sage Scrub","OW-M7",1,NA,"A.Belt","LUPBIC","Lupinus bicolor","Native","Annual Forb - Other","herb","herb"
"315","Mulefat Scrub/sage Scrub","OW-M7",1,NA,"A.Belt","HESWHI","Hesperoyucca whipplei","Native","Shrub - Other","shrub","shrub"
"316","Mulefat Scrub/sage Scrub","OW-M7",1,NA,"A.Belt","TOXDIV","Toxicodendron diversilobum","Native","Shrub - Other","shrub","shrub"
"317","Mulefat Scrub/sage Scrub","OW-M7",1,NA,"A.Belt","SILGAL","Silene gallica","Non-Native","Forb",".","."
"318","Mulefat Scrub/sage Scrub","OW-M7",1,NA,"A.Belt","URTDIO","Urtica dioica","Native","Perennial Forb - Other","herb","herb"
"319","Weedy Control","Weedy Control",1,1,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"320","Weedy Control","Weedy Control",1,2,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"321","Weedy Control","Weedy Control",1,3,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"322","Weedy Control","Weedy Control",1,4,"T.PI","BRODIA","Bromus diandrus","Non-Native","Grass",".","."
"323","Weedy Control","Weedy Control",1,5,"T.PI","BRODIA","Bromus diandrus","Non-Native","Grass",".","."
"324","Weedy Control","Weedy Control",1,6,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"325","Weedy Control","Weedy Control",1,7,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"326","Weedy Control","Weedy Control",1,8,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"327","Weedy Control","Weedy Control",1,9,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"328","Weedy Control","Weedy Control",1,10,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"329","Weedy Control","Weedy Control",1,11,"T.PI","SALMEL","Salvia mellifera","Native","Shrub - Other","shrub","shrub"
"330","Weedy Control","Weedy Control",1,12,"T.PI","SALMEL","Salvia mellifera","Native","Shrub - Other","shrub","shrub"
"331","Weedy Control","Weedy Control",1,13,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"332","Weedy Control","Weedy Control",1,14,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"333","Weedy Control","Weedy Control",1,15,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"334","Weedy Control","Weedy Control",1,16,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"335","Weedy Control","Weedy Control",1,17,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"336","Weedy Control","Weedy Control",1,18,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"337","Weedy Control","Weedy Control",1,19,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"338","Weedy Control","Weedy Control",1,20,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"339","Weedy Control","Weedy Control",1,21,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"340","Weedy Control","Weedy Control",1,22,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"341","Weedy Control","Weedy Control",1,23,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"342","Weedy Control","Weedy Control",1,24,"T.PI","SALLAE","Salix laevigata","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"343","Weedy Control","Weedy Control",1,25,"T.PI","SALLAE","Salix laevigata","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"344","Weedy Control","Weedy Control",1,26,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"345","Weedy Control","Weedy Control",1,27,"T.PI","SALLAE","Salix laevigata","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"346","Weedy Control","Weedy Control",1,28,"T.PI","SALLAE","Salix laevigata","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"347","Weedy Control","Weedy Control",1,29,"T.PI","ATRCAN","Atriplex canescens","Native","Shrub - Late Flowering","shrub","shrub"
"348","Weedy Control","Weedy Control",1,30,"T.PI","ATRCAN","Atriplex canescens","Native","Shrub - Late Flowering","shrub","shrub"
"349","Weedy Control","Weedy Control",1,31,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"350","Weedy Control","Weedy Control",1,32,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"351","Weedy Control","Weedy Control",1,33,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"352","Weedy Control","Weedy Control",1,34,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"353","Weedy Control","Weedy Control",1,35,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"354","Weedy Control","Weedy Control",1,36,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"355","Weedy Control","Weedy Control",1,37,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"356","Weedy Control","Weedy Control",1,38,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"357","Weedy Control","Weedy Control",1,39,"T.PI","SALMEL","Salvia mellifera","Native","Shrub - Other","shrub","shrub"
"358","Weedy Control","Weedy Control",1,40,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"359","Weedy Control","Weedy Control",1,41,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"360","Weedy Control","Weedy Control",1,42,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"361","Weedy Control","Weedy Control",1,43,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"362","Weedy Control","Weedy Control",1,44,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"363","Weedy Control","Weedy Control",1,45,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"364","Weedy Control","Weedy Control",1,46,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"365","Weedy Control","Weedy Control",1,47,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"366","Weedy Control","Weedy Control",1,48,"T.PI","MELIND","Melilotus indicus","Non-Native","Forb",".","."
"367","Weedy Control","Weedy Control",1,49,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"368","Weedy Control","Weedy Control",1,50,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"369","Weedy Control","Weedy Control",1,1,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
